Study_ID,PFAS_focus,PFAS_focus_comments,PFAS_one_many,Year_sampling_start,Year_sampling_end,Year_sampling_comments,Species_one_many,Species_comment,Habitat,Habitat_comments,Sex,Sex_Comments,Developmental_stage,Developmental_stage_comments,Functional_aspects,Functional_aspects_comments,Biogeographical_region,Biogeographical_region_comments,Tissue_one_many,Tissue_one_many_comments,Study_comment,Checked,
P_0079,Yes,,Multiple,2012,2014,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,Correlation between PFAS conc and body condition and telomere length,Polar,,One,,,CV,
P_0307,Yes,,Multiple,2012,2012,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,Relationship between PFAS and corticosterone and between PFAS and reproductive success,Polar,,One,,,CV,
P_0613,No,,Multiple,2012,2014,,Multiple,,Terrestrial coastal,,Unknown,,Juvenile/adult,,Yes,Migratory birds as vectors of contaminantis to Antarctica,Polar,,One,,,CV,
P_0184,No,,Multiple,2012,2012,,Multiple,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,PFAS concentration and effects on seabird population development,Temperate,,One,,,CV,
P_0224,Yes,,Multiple,2012,2013,,One,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,temporal and spacial comparisons,Temperate,,One,,,CV,
P_0372,Yes,,Multiple,2012,2018,,One,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,Temporal and spatial trends,Temperate,,One,,,LR,
P_0623,Yes,,Multiple,2013,2016,,Multiple,,Terrestrial coastal,,Unknown,,Mixed,,Yes,biomagnification factors,Polar,,Multiple,,,CV,
P_0366,No,,Multiple,2013,2014,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,Temporal trends and correlation of PFAS conc and body condition,Polar,,One,,,LR,
P_0453,Yes,,Multiple,2013,2013,,Multiple,,Terrestrial coastal,,Unknown,,Juvenile/adult,,Yes,Development and validation of a fast and rugged method for PFAS analysis,Polar,,One,,,CV,
P_0603,Yes,,Multiple,2014,2014,,Multiple,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,"Correlation between contaminant load and dietary habits, evaluation of use of feathers as a non-destructive biomonitoring tool for PFASs",Polar,,Multiple,,,LR,
P_0125,Yes,,Multiple,2014,2014,,Multiple,,Terrestrial coastal,,Male,,Juvenile/adult,,Yes,testing for potential differences between oceanic basins and for longitudinal gradients in PFAS levels.,Subtropical,,One,,,CV,
P_0123,No,,Multiple,2014,2017,,One,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,Association between PFAS concentration in eggs and wintering latitude,Temperate,,One,,,CV,
P_0080,No,,Multiple,2015,2015,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,Correlation between PFAS conc in blood and incubation temperature/plasma prolactin levels/broodpatch size,Polar,,One,,,CV,
P_0615,No,,Multiple,2015,2015,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,"relationships between egg-turning behaviours, plasma prolactin secretion and blood contaminants concentration in a seabird",Polar,,One,,,CV,
P_0242,No,,Multiple,2015,2015,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,relationship between contaminants concentration and different overwinter areas,Temperate,,One,,,CV,
P_0048,Yes,,Multiple,2015,2015,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,"Exposure vs growth dilution, body condition, diet, and maternal transfer",Temperate,,One,,,CV,
P_0431,No,,One,2016,2016,,Multiple,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,"Comparison of Pops levels between species, potential risks of POPs on eggshell thickness and egg size",Mixed,,One,,,LR,
P_0415,No,,Multiple,2016,2016,,One,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,Potential effect of migration strategy on PFAS occurrence in bird eggs,Polar,,One,,,CV,
P_0112,No,,Multiple,2016,2016,,One,,Terrestrial coastal,,Male,,Juvenile/adult,,Yes,Interactions between plasma oxidative damage and plasma antioxidant defences,Polar,,One,,,CV,
P_0038,Yes,,Multiple,2016,2016,,One,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,Within‐ and among‐clutch variation of PFAS concentration,Temperate,,One,,,CV,
P_0376,Yes,,Multiple,2016,2018,,Multiple,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,"Correlation between PFAS conc with body condition & level of thyroid hormons, ",Temperate,,One,,,LR,
P_0200,No,,Multiple,2017,2017,,One,,Terrestrial coastal,,Unknown,,Mixed,,Yes,maternal transfer and effects of differences in urbanization on contaminant concentration ,Temperate,,Multiple,,,CV,
P_0625,No,,Multiple,2017,2017,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,relationship between PFAS exposure and thyroid hormone status and thyroid gland histology,Polar,,One,,,CV,
P_0022,No,,Multiple,2017,2018,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,PFAS and immunomodulatory effects,Temperate,,One,,,CV,
P_0274,Yes,,Multiple,2017,2017,,Multiple,,Terrestrial coastal,,Unknown,,Juvenile/adult,,Yes,"Use of stable isotope signatures to investigate trophic habits, phospholipid levels, and PFAS concentrations",Temperate,,One,,,CV,
P_0100,No,,Multiple,2018,2018,,One,,Terrestrial coastal,,Mixed,,Juvenile/adult,,Yes,Interactions between Environmental Contaminants and Gastrointestinal Parasites,Temperate,,One,,,CV,
P_0662,Yes,,Multiple,2019,2019,,One,,Terrestrial coastal,,Unknown,,Mixed,,Yes,maternal transfer of PFAS to eggs,Polar,,Multiple,,,CV,
P_0358,Yes,,Multiple,2019,2019,,One,,Terrestrial coastal,,Unknown,,Eggs/early development,,Yes,PFAS conc in relation to urban proximity of breeding location,Subtropical,,One,,,LR,
P_0305,Yes,,Multiple,2019,2019,,Multiple,,Terrestrial coastal,,Unknown,,Juvenile/adult,,Yes,Correlation between PFAS and body morphometrics,Subtropical,,One,,,CV,
P_0107,Yes,,Multiple,Unknown,Unknown,,One,,Terrestrial coastal,,Unknown,,Juvenile/adult,,No,,Subtropical,,Multiple,,,CV,
P_0555,Yes,,Multiple,unknown,unknown,,Multiple,,Terrestrial coastal,,Unknown,(CV) Almost half of the animals sex couldn't be determined. (LR) agree,Juvenile/adult,,Yes,tissue distributions of PFAS,Subtropical,,One,,,LR,
P_0652,Yes,,Multiple,unknown,unknown,,Multiple,,Terrestrial coastal,,Unknown,,Juvenile/adult,,Yes,Method validation,Subtropical,,One,,,LR,
P_0302,Yes,,Multiple,1968,2015,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Spatiotemporal Trends,Mixed,,One,,,CV,
P_0514,Yes,,Multiple,1974,2007,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,temporal trends,Temperate,,One,,,CV,
P_0097,Yes,,Multiple,1986,2009,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,PFAS RELATIONSHIPS TO ENVIRONMENTAL CONDITIONS AND INDIVIDUAL TRAITS,Temperate,,One,,,CV,
P_0509,Yes,,Multiple,1986,2009,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,"temporal trends, annual changes & toxicological implications of PFAS conc",Temperate,,One,,,CV,
P_0422,Yes,,Multiple,1989,2015,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,"Temporal trends, accumulation patterns in dependence of environmental indicators",Temperate,,Multiple,,,LR,
P_0500,Yes,,Multiple,1989,unknown,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Temporal and spatial trends,Temperate,,One,,,LR,
P_0003,No,,Multiple,1993,1993,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Temperate,,One,,,CV,
P_0117,No,,Multiple,1993,1993,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Temperate,,One,,,CV,
P_0334,Yes,,Multiple,2000,2012,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Temperate,,One,,,,
P_0251,Yes,,Multiple,2001,2002,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Correlation between hepatic PFAS levels and gene expression profiles,Temperate,,One,,,CV,
P_0638,Yes,,Multiple,2002,2017,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Temporal and spatial trends,Polar,,One,,,LR,
P_0660,Yes,,Multiple,2002,2002,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Correlation between PFAS conc and liver & kidney damage as well as sex and age,Temperate,,One,,,LR,
P_0330,No,,Multiple,2002,2002,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,"Toxicokinetics, maternal transfer and hepatic sequestration of PFAS",Tropical,,One,,,CV,
P_0164,Yes,,Multiple,2003,2008,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,No,,Temperate,,One,,,CV,
P_0328,Yes,,Multiple,2004,2006,,Multiple,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Subtropical,,One,,,CV,
P_0016,No,,Multiple,2004,2004,,Multiple,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Evaluation of biochemical effects  related to perfluorooctane sulfonic acid exposure,Temperate,,One,,,CV,
P_0263,Yes,,Multiple,2004,2009,,One,,Terrestrial inland,,Male,,Juvenile/adult,,Yes,"Relationship between PFAS concentration and age, body condition, and geographical area",Temperate,,One,,,CV,
P_0362,Yes,,Multiple,2004,2017,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Bioaccumulation and temporal trends,Temperate,,One,,,LR,
P_0633,Yes,,Multiple,2004,2009,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,relationship between PFAS concentrations in wild rats with those in water collected near their habitat,Temperate,,One,,,CV,
P_0658,Yes,,One,2005,2005,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Use of great tit as sentinel species for accumulation of PFAS near fluorochemical plant,Temperate,,Multiple,,,LR,
P_0019,Yes,,Multiple,2006,2006,,Multiple,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,Mean concentration of PFOS in birds inversely proportional to length of eggs,Temperate,,One,,,CV,
P_0483,Yes,,Multiple,2006,2011,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Spatial patterns and temporal trends,Temperate,,One,,,LR,
P_0236,Yes,,Multiple,2007,2009,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Biomagnification,Polar,,Multiple,,,CV,
P_0253,Yes,,Multiple,2007,2009,,Multiple,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,Transfer from the egg to the chick,Temperate,,Multiple,,,CV,
P_0586,Yes,,Multiple,2007,2009,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Possible risk of PFAS exposure for consumer,Temperate,,Multiple,,,LR,
P_0632,Yes,,Multiple,2007,2011,,One,,Terrestrial inland,,Unknown,,Mixed,,Yes,Association between concentrations of perfluorooctane sulfonate (PFOS) in eggs and hatching success,Temperate,,Multiple,,,CV,
P_0499,Yes,,Multiple,2008,2009,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,"biomagnification, sources for PFAS in feathers",Temperate,,Multiple,,,LR,
P_0115,Yes,,Multiple,2008,2009,,One,,Terrestrial inland,,Unknown,,Mixed,,Yes,Association between concentrations of PFOS in eggs and hatching success,Temperate,,Multiple,,,CV,
P_0094,No,,One,2008,2010,,Multiple,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Association of PFAS and growth rate/dietary tracers,Polar,,One,,,CV,
P_0298,No,,Multiple,2008,2010,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Blood plasma clinical–chemical parameters as biomarker for POP's burdens,Polar,,One,,,CV,
P_0008,No,,Multiple,2008,2008,,Multiple,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,PFAS levels in relation to disease status *(white-nose syndrome),Temperate,,One,,,CV,
P_0189,Yes,,Multiple,2008,2017,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Spatiotemporal analysis,Temperate,,One,,,CV,
P_0496,No,,Multiple,2009,2010,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Determination of PFAS burdens across multiple trophic levels (determined by stable isotope analysis),Subtropical,,Multiple,,,LR,
P_0436,Yes,,Multiple,2009,2014,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,Spatial variability of PFAS concentrations,Temperate,,One,,,LR,
P_0348,Yes,,Multiple,2009,2009,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,"Evaluation of migration pathways of PFAS, investigation on partitioning of PFAS from soil to plants into earthworms",Temperate,,One,,,CV,
P_0061,Yes,,Multiple,2010,2012,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Effect of body condition on tissue distribution of PFAS,Polar,,Multiple,,,CV,
P_0457,No,,Multiple,2010,2014,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Relationship between contaminants in sediment and tree swallow diet and nestling carcasses,Temperate,,Multiple,,,CV,
P_0417,Yes,,Multiple,2010,2013,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,comparison of PFAS concentrations in birds with human PFAS concentrations and comparison to previously calculated avian serum toxicity reference values,Mixed,,One,,,CV,
P_0329,No,,Multiple,2010,2011,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,Evaluating snow buntings as bio-indicator for POPs exposure,Polar,,One,,,CV,
P_0116,Yes,,Multiple,2010,2011,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Temperate,,One,,,CV,
P_0072,No,,Multiple,2010,2011,,Multiple,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Bioaccumulation,Temperate,,One,,,CV,
P_0446,No,,Multiple,2010,2014,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,"EROD activity, chromosomal damage, and oxidative stress in response to contaminants exposure",Temperate,,One,,,LR,
P_0666,Yes,,Multiple,2011,2011,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Impact of rarer PFAS for overall PFAS load,Subtropical,,One,,,CV,
P_0159,Yes,,Multiple,2011,2011,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Temperate,,One,,,CV,
P_0010,Yes,,Multiple,2012,2015,,Multiple,,Terrestrial inland,,Male,,Juvenile/adult,,No,,Subtropical,,One,,,CV,
P_0301,No,,Multiple,2013,2014,,Multiple,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Temperate,,One,,,CV,
P_0271,Yes,,Multiple,2013,2013,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,No,,Temperate,,One,,,CV,
P_0605,No,,Multiple,2013,2016,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,"Spatiotemporal trends, correlation between PFAS conc an diet",Temperate,,One,,,LR,
P_0643,Yes,,Multiple,2014,2014,,One,,Terrestrial inland,,Unknown,,Mixed,,Yes,"Effects of PFAS burdens, e.g., reproductive effects or physiological responses, differences in PFAS burdens across tissues",Temperate,,Multiple,,,LR,
P_0645,Yes,,Multiple,2014,2014,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Assessment of wild boars as bioindicators for PFAS contamination,Temperate,,One,,,LR,
P_0410,No,,Multiple,2015,2016,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Correlation between PFAS concentration in different tissues,Mixed,,Multiple,,,CV,
P_0029,Yes,,Multiple,2015,2016,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Comparison of PFAS measurements in feathers and in plasma,Temperate,,Multiple,,,CV,
P_0210,No,,Multiple,2015,2016,,One,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,concentration differences between plasma and feathers,Temperate,,Multiple,,,CV,
P_0209,No,,Multiple,2015,2016,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,spatiotemporal variations of PFAS and the role of diet and age on PFAS concentration,Mixed,,One,,,CV,
P_0158,Yes,,Multiple,2015,2015,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,"Correlation of PFAS burdens with start of egg laying, clutch size, hatching success, fledging success, total breeding success, egg shell thickness, and body condition of the nestlings.
fledging success and total breeding success) along with egg shell thickness and body condition of the nestlings.",Temperate,,One,,,CV,
P_0211,No,,Multiple,2015,2016,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Correlation between pfas exposure and physiological parameters,Temperate,,One,,,CV,
P_0620,No,,Multiple,2015,2018,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,ecological and spatial variations of emerging contaminants,Temperate,,One,,,CV,
P_0441,Yes,,Multiple,2016,2016,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,"Relationships of PFAS exposure with fluorochemical industrial activities, as well as sexand age-related differences",Mixed,,Multiple,,,LR,
P_0157,Yes,,Multiple,2016,2016,,Multiple,,Terrestrial inland,,Unknown,,Mixed,,Yes,Correlation between PFAA concentration in isopod and eggs of great tit investigated,Temperate,,Multiple,,,CV,
P_0388,No,,Multiple,2016,2018,,One,,Terrestrial inland,,Unknown,,Mixed,,Yes,"Associations with dietary, biological and ecological factors",Temperate,,Multiple,,,CV,
P_0393,No,,Multiple,2016,2017,,One,,Terrestrial inland,,Unknown,,Mixed,,Yes,Effects of chemical contaminants in birds,Temperate,,Multiple,,,CV,
P_0042,Yes,,Multiple,2016,2016,,Multiple,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,investigation about generalizable PFAS distribution across bird species,Temperate,,One,,,CV,
P_0218,Yes,,Multiple,2016,2016,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,variation patterns and possible laying sequence associations with PFAS concentrations in eggs,Temperate,,One,,,CV,
P_0232,Yes,,Multiple,2016,2016,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,"differences between sexes, maternal transfer of the compounds and potential associations with the oxidative status.",Temperate,,One,,,CV,
P_0043,Yes,,Multiple,2016,2018,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Influence of PFAS on circulating thyroid hormones and immune-related microRNA expression,Temperate,,One,,,CV,
P_0109,No,,Multiple,2017,2018,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,No,,Temperate,,Multiple,,,CV,
P_0401,No,,Multiple,2017,2018,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Spatio-temporal variation,Temperate,,Multiple,,,CV,
P_0408,Yes,,Multiple,2017,2018,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Biomagnification Potential and comparison between skiing and non-skiing areas,Temperate,,Multiple,,,CV,
P_0025,Yes,,Multiple,2017,2017,,One,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,Relationship between PFAS and neuro-DA and steroid hormone homeostasis,Temperate,,One,,,CV,
P_0381,Yes,,Multiple,2018,2018,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,"Relationship between PFAs conc in ducks and that in water, sediment and soil",Temperate,,Multiple,,,LR,
P_0365,Yes,,Multiple,2020,2020,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Assessment of potential of ticks as novel sentinel for assessing environmental PFAS burdens,Mixed,,One,,,LR,
P_0051,Yes,,Multiple,2020,2020,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,Yes,Exposure assessment of PFAS-monitoring by using bird eggs,Temperate,,One,,,CV,
P_0520,Yes,,Multiple,unknown,unknown,,Multiple,,Terrestrial inland,,Unknown,,Juvenile/adult,,Yes,Assessment if feathers can act as an indicator of bird exposure to PFAS,Temperate,,Multiple,,,CV,
P_0287,No,,Multiple,unknown,unknown,,One,,Terrestrial inland,,Unknown,,Eggs/early development,,No,,Temperate,,One,,,"Still to be checked, issues with missing data",
P_0477,No,,Multiple,unknown,unknown,,One,,Terrestrial inland,,Male,,Juvenile/adult,,Yes,Relationship between environmental pollutants and alterations in the reproductive system,Temperate,,One,,,CV,
P_0567,No,,Multiple,unknown,unknown,,Multiple,,Terrestrial inland,,Mixed,,Juvenile/adult,,Yes,risk assessment of PFAS exposure via game meat consumption,Temperate,,One,,,CV,
